epoch_time,temp_min,temp_max,prec
-121165200,5.5,13.7,99.9
-118486800,9.7,17.7,133.7
-115894800,13.4,22.3,196.2
-113216400,16.7,23.8,510.2
-110624400,21.6,27.9,160.8
-107946000,24.0,30.5,54.5
-105267600,20.2,26.5,197.1
-102675600,15.2,22.7,108.5
-99997200,8.8,17.1,29.0
-97405200,2.6,10.7,8.0
-94726800,0.1,8.8,32.2
-92048400,1.1,8.9,43.8
-89629200,4.7,14.0,69.7
-86950800,10.1,18.7,104.7
-84358800,15.7,24.7,49.3
-81680400,19.5,27.0,109.3
-79088400,23.5,30.0,89.2
-76410000,24.8,32.0,67.3
-73731600,19.7,26.1,148.8
-71139600,13.3,20.7,214.7
-68461200,8.8,15.6,61.4
-65869200,2.7,11.0,32.9
-63190800,0.9,10.5,9.5
-60512400,-0.1,8.8,48.0
-58006800,5.8,14.1,94.0
-55328400,10.1,18.7,117.5
-52736400,13.8,21.6,185.5
-50058000,18.7,26.2,175.0
-47466000,22.1,28.0,136.0
-44787600,23.4,30.2,256.0
-42109200,18.7,25.7,109.5
-39517200,13.1,19.8,152.5
-36838800,9.5,18.7,19.5
-34246800,6.9,13.8,188.0
-31568400,1.4,10.0,54.5
-28890000,2.1,9.3,100.0
-26470800,3.7,12.0,121.0
-23792400,9.9,19.2,73.0
-21200400,15.6,23.9,88.5
-18522000,18.2,26.0,187.5
-15930000,21.9,28.7,102.0
-13251600,23.8,31.4,131.5
-10573200,19.2,26.9,238.5
-7981200,13.5,21.0,146.0
-5302800,8.9,16.8,93.5
-2710800,2.5,11.7,7.0
-32400,0.4,8.9,58.5
2646000,1.7,10.3,34.5
5065200,1.3,10.0,46.5
7743600,9.0,17.3,94.0
10335600,15.6,23.8,161.5
13014000,17.9,24.1,218.0
15606000,22.4,29.1,118.5
18284400,24.0,31.7,20.5
20962800,21.0,27.6,86.0
23554800,13.3,21.2,98.5
26233200,8.4,16.5,144.5
28825200,2.7,11.1,41.0
31503600,1.7,9.2,32.0
34182000,1.9,9.8,38.0
36601200,4.1,12.9,67.5
39279600,9.4,17.7,134.0
41871600,14.0,21.6,110.0
44550000,18.2,24.8,91.5
47142000,22.7,29.5,153.5
49820400,23.7,30.6,195.0
52498800,18.4,24.4,273.0
55090800,12.5,18.9,258.5
57769200,7.8,16.0,30.5
60361200,3.8,12.0,55.0
63039600,2.8,10.7,113.5
65718000,2.3,8.3,142.0
68223600,5.5,13.9,44.0
70902000,9.2,17.4,186.5
73494000,14.7,22.7,116.0
76172400,18.2,25.0,107.0
78764400,22.6,28.8,301.0
81442800,23.3,30.7,94.5
84121200,19.9,27.2,281.0
86713200,14.9,22.3,43.5
89391600,8.3,16.4,43.0
91983600,4.2,12.1,155.5
94662000,2.8,10.3,136.0
97340400,2.8,11.4,45.0
99759600,3.7,12.4,10.0
102438000,11.1,19.8,143.0
105030000,13.8,22.1,97.5
107708400,17.2,23.2,121.5
110300400,22.9,30.2,49.5
112978800,25.5,32.7,50.0
115657200,20.0,26.7,155.0
118249200,13.8,21.4,237.5
120927600,7.6,16.9,104.5
123519600,1.7,11.5,0.0
126198000,0.6,8.9,29.0
128876400,1.4,9.3,58.5
131295600,3.6,11.7,114.0
133974000,10.6,19.3,151.0
136566000,15.3,23.7,93.5
139244400,18.9,25.5,204.5
141836400,20.6,26.9,270.5
144514800,24.1,31.1,179.0
147193200,20.0,26.1,246.5
149785200,14.9,21.1,165.0
152463600,8.0,15.7,30.5
155055600,3.1,10.6,38.5
157734000,0.8,8.8,67.5
160412400,1.3,9.3,75.0
162831600,4.0,12.3,108.0
165510000,10.7,18.4,161.5
168102000,14.9,22.7,151.0
170780400,18.8,25.0,106.5
173372400,22.7,29.4,175.5
176050800,24.0,31.5,26.5
178729200,21.7,29.6,99.5
181321200,14.4,20.5,273.0
183999600,9.7,16.3,245.0
186591600,3.1,10.7,51.5
189270000,0.7,10.6,0.5
191948400,2.9,10.7,128.0
194454000,5.1,13.1,87.0
197132400,9.2,16.7,129.0
199724400,13.9,21.9,218.0
202402800,18.7,25.0,186.0
204994800,20.7,27.6,102.0
207673200,21.9,29.1,159.0
210351600,18.9,25.7,284.0
212943600,14.1,21.3,155.0
215622000,7.4,15.0,78.0
218214000,3.4,11.5,31.0
220892400,0.0,7.5,19.5
223570800,0.5,9.4,27.0
225990000,5.3,13.3,167.0
228668400,10.7,19.5,110.5
231260400,14.5,23.0,96.5
233938800,18.3,24.0,202.5
236530800,22.5,29.8,91.0
239209200,22.3,28.4,290.5
241887600,21.4,27.7,233.5
244479600,15.2,22.6,60.0
247158000,11.4,18.4,102.5
249750000,5.0,13.3,53.5
252428400,1.7,9.7,28.0
255106800,0.6,8.4,32.0
257526000,4.8,13.1,115.5
260204400,10.2,17.8,186.5
262796400,15.7,22.7,130.0
265474800,20.8,27.5,104.0
268066800,24.9,31.5,45.0
270745200,25.6,33.0,26.0
273423600,19.5,25.3,124.0
276015600,13.7,21.1,147.0
278694000,9.3,16.5,65.0
281286000,4.5,12.8,27.0
283964400,2.4,10.9,59.0
286642800,4.9,12.5,96.0
289062000,5.8,13.8,92.0
291740400,10.3,17.7,109.5
294332400,15.0,22.5,148.5
297010800,21.3,27.9,63.0
299602800,22.4,28.5,88.5
302281200,24.6,31.0,104.5
304959600,21.2,27.3,146.5
307551600,16.3,23.0,320.5
310230000,11.1,17.6,182.5
312822000,6.4,13.9,43.0
315500400,1.7,10.0,88.5
318178800,1.3,9.2,26.0
320684400,4.9,12.0,173.5
323362800,9.9,17.6,107.0
325954800,15.2,23.4,154.5
328633200,20.9,27.0,172.5
331225200,21.1,27.4,202.0
333903600,20.7,26.6,168.5
336582000,20.3,26.1,181.5
339174000,14.8,21.9,136.0
341852400,9.2,16.8,133.5
344444400,3.8,11.9,34.0
347122800,0.6,8.5,3.5
349801200,1.9,9.2,38.0
352220400,5.2,13.0,113.0
354898800,9.5,18.0,166.0
357490800,13.5,21.4,151.5
360169200,17.2,23.6,103.0
362761200,23.4,30.0,167.0
365439600,23.4,30.0,133.0
368118000,18.7,25.2,138.5
370710000,14.4,21.1,343.5
373388400,7.2,13.9,99.0
375980400,3.8,11.7,7.5
378658800,2.2,9.7,32.5
381337200,1.8,9.3,51.5
383756400,5.9,14.0,73.0
386434800,10.0,17.8,134.0
389026800,16.8,24.7,85.5
391705200,18.2,24.9,224.5
394297200,20.4,26.1,140.0
396975600,24.6,30.2,152.5
399654000,19.8,25.6,371.5
402246000,14.6,21.6,159.5
404924400,11.3,17.6,136.0
407516400,5.7,13.0,15.0
410194800,2.5,10.2,29.5
412873200,2.4,10.2,50.5
415292400,5.2,12.1,99.0
417970800,12.1,20.3,114.5
420562800,15.7,23.7,105.5
423241200,17.1,24.2,198.0
425833200,21.2,27.1,141.5
428511600,24.6,31.0,168.5
431190000,20.9,26.1,242.5
433782000,14.3,21.2,130.0
436460400,8.6,16.3,53.5
439052400,3.3,11.1,7.5
441730800,0.2,7.5,50.0
444409200,0.0,6.3,51.0
446914800,2.0,10.2,69.0
449593200,7.9,16.0,64.0
452185200,14.0,21.2,77.5
454863600,19.2,24.9,202.0
457455600,23.2,30.0,81.5
460134000,25.7,32.4,31.5
462812400,20.3,27.1,61.0
465404400,14.6,21.2,73.5
468082800,8.5,15.9,50.5
470674800,4.0,11.5,68.0
473353200,0.5,8.1,4.5
476031600,3.1,10.2,142.0
478450800,4.8,11.2,134.5
481129200,10.3,18.3,201.5
483721200,15.7,23.0,89.5
486399600,17.4,23.1,381.0
488991600,23.3,30.2,115.0
491670000,25.1,31.6,146.0
494348400,20.4,26.1,106.0
496940400,14.6,21.5,92.5
499618800,9.1,17.1,85.5
502210800,3.4,11.4,18.5
504889200,1.0,8.2,15.0
507567600,0.8,7.9,27.5
509986800,3.9,11.8,188.0
512665200,10.0,18.0,88.0
515257200,14.4,21.6,210.0
517935600,18.3,24.4,138.0
520527600,21.2,27.2,137.0
523206000,24.1,30.4,233.5
525884400,21.0,26.8,190.5
528476400,13.6,20.5,74.0
531154800,9.0,15.6,41.0
533746800,4.9,12.2,115.5
536425200,1.9,10.0,38.0
539103600,3.0,10.7,29.5
541522800,5.1,13.2,94.0
544201200,10.3,18.4,42.5
546793200,15.4,23.1,65.0
549471600,18.8,25.7,120.5
552063600,24.1,30.6,146.5
554742000,24.3,30.8,45.5
557420400,20.7,26.3,214.5
560012400,15.9,22.2,193.0
562690800,9.6,16.2,39.5
565282800,4.1,12.4,60.5
567961200,3.7,11.7,28.0
570639600,1.1,8.9,17.5
573145200,4.6,11.9,185.0
575823600,10.2,18.1,107.5
578415600,14.4,22.1,144.0
581094000,19.4,25.5,198.0
583686000,20.1,25.2,158.0
586364400,24.4,30.2,341.5
589042800,20.7,25.2,251.5
591634800,14.4,20.8,58.5
594313200,7.2,15.6,26.0
596905200,4.5,12.5,0.0
599583600,4.8,11.4,95.0
602262000,4.3,11.1,107.0
604681200,5.8,13.6,118.0
607359600,11.6,19.6,187.0
609951600,14.2,21.5,210.0
612630000,17.8,23.8,205.0
615222000,21.5,27.4,154.0
617900400,24.5,30.5,360.5
620578800,22.5,28.4,204.0
623170800,14.5,20.7,197.0
625849200,10.8,17.7,71.0
628441200,5.7,12.8,29.0
631119600,1.7,8.8,32.5
633798000,5.1,10.5,116.5
636217200,7.0,14.4,97.5
638895600,10.8,18.6,137.5
641487600,15.8,23.1,120.5
644166000,20.8,27.0,68.0
646758000,22.8,29.2,51.0
649436400,25.7,32.4,181.5
652114800,21.9,28.1,287.0
654706800,16.0,22.4,148.5
657385200,11.4,19.0,234.0
659977200,6.3,13.6,38.0
662655600,2.8,10.1,55.0
665334000,2.5,10.5,69.0
667753200,6.2,13.1,164.0
670431600,11.9,18.8,112.5
673023600,15.2,22.7,61.0
675702000,20.8,26.9,142.0
678294000,23.5,30.1,72.0
680972400,22.6,29.1,238.0
683650800,21.4,26.9,445.5
686242800,15.9,20.7,533.0
688921200,9.9,16.4,114.0
691513200,5.7,12.7,36.0
694191600,3.2,10.5,50.0
696870000,3.1,10.8,36.0
699375600,6.5,13.1,205.0
702054000,11.1,19.1,167.5
704646000,13.8,21.1,134.0
707324400,17.8,23.7,237.0
709916400,22.4,29.2,111.5
712594800,24.3,30.4,9.0
715273200,20.3,26.9,108.0
717865200,14.3,20.5,328.0
720543600,9.6,16.9,168.0
723135600,6.1,12.9,65.5
725814000,3.3,9.1,115.0
728492400,3.8,11.8,57.0
730911600,5.0,12.5,60.5
733590000,9.1,17.8,58.0
736182000,14.2,22.3,65.5
738860400,19.0,25.0,260.0
741452400,20.0,25.3,316.5
744130800,22.3,28.0,412.0
746809200,20.2,25.8,140.0
749401200,14.4,20.8,156.0
752079600,10.9,17.7,167.0
754671600,5.3,12.3,65.0
757350000,2.1,9.1,50.0
760028400,3.0,10.6,88.5
762447600,4.8,11.6,114.5
765126000,11.4,19.8,49.0
767718000,15.9,23.4,133.5
770396400,19.1,26.0,144.5
772988400,25.3,31.8,93.5
775666800,25.9,32.9,92.5
778345200,22.0,28.1,235.0
780937200,17.5,23.0,57.0
783615600,9.8,17.1,50.5
786207600,5.2,12.8,23.0
788886000,2.5,10.2,36.0
791564400,2.9,10.1,27.0
793983600,5.3,13.0,180.0
796662000,11.5,19.1,99.5
799254000,16.1,22.7,204.5
801932400,17.8,23.5,185.5
804524400,23.7,29.6,171.0
807202800,26.1,33.7,31.0
809881200,20.7,27.4,164.5
812473200,16.5,23.0,79.0
815151600,8.7,16.7,42.0
817743600,3.9,12.1,0.0
820422000,2.9,10.4,13.0
823100400,1.7,9.4,45.0
825606000,5.5,13.1,118.0
828284400,8.5,17.0,111.0
830876400,14.6,22.0,128.0
833554800,19.5,26.4,36.0
836146800,23.1,30.0,253.5
838825200,23.0,30.0,31.5
841503600,19.4,26.3,382.0
844095600,14.5,21.7,83.5
846774000,10.1,16.7,84.0
849366000,5.3,13.6,48.0
852044400,2.7,11.3,29.0
854722800,3.1,11.2,21.5
857142000,6.8,14.7,106.0
859820400,11.4,19.2,105.5
862412400,15.6,23.2,186.0
865090800,19.3,26.6,170.5
867682800,23.4,30.7,185.0
870361200,23.9,30.7,144.0
873039600,20.1,26.4,204.0
875631600,14.8,22.8,19.0
878310000,11.0,18.1,91.0
880902000,5.8,12.4,40.5
883580400,1.9,9.3,122.0
886258800,3.6,11.3,110.5
888678000,5.9,14.4,108.0
891356400,12.9,20.1,188.0
893948400,16.7,24.6,140.5
896626800,18.5,24.6,150.5
899218800,22.6,29.0,156.5
901897200,24.4,31.0,143.5
904575600,21.9,27.7,229.0
907167600,17.1,23.5,142.5
909846000,10.3,17.7,7.5
912438000,5.5,12.6,48.0
915116400,2.5,10.8,19.5
917794800,2.5,11.2,35.5
920214000,6.3,13.7,144.5
922892400,11.5,18.7,205.0
925484400,16.4,24.0,103.5
928162800,19.8,26.5,192.5
930754800,23.0,29.9,342.0
933433200,25.8,32.3,301.0
936111600,23.3,29.6,91.0
938703600,16.1,23.0,87.5
941382000,10.7,17.8,93.0
943974000,5.1,12.7,7.0
946652400,4.2,11.2,66.5
949330800,2.4,9.9,4.0
951836400,5.2,13.5,85.5
954514800,10.7,18.7,151.5
957106800,16.5,24.0,109.0
959785200,19.5,26.1,232.0
962377200,24.5,31.6,373.5
965055600,25.4,32.4,162.0
967734000,22.7,28.9,164.0
970326000,16.2,21.9,142.5
973004400,10.5,16.7,106.0
975596400,5.2,12.6,6.5
978274800,1.7,8.6,126.5
980953200,2.8,10.7,23.0
983372400,5.7,14.4,107.5
986050800,11.3,20.4,40.5
988642800,16.4,23.0,170.5
991321200,20.3,26.6,144.5
993913200,25.2,33.0,41.5
996591600,23.6,30.0,136.5
999270000,20.4,26.4,204.0
1001862000,15.5,22.5,343.0
1004540400,9.5,16.7,123.5
1007132400,4.9,12.0,30.0
1009810800,3.4,11.5,98.5
1012489200,4.4,11.9,25.0
1014908400,8.1,16.5,82.0
1017586800,12.4,20.3,58.0
1020178800,15.3,22.3,112.5
1022857200,18.6,25.3,151.5
1025449200,25.1,31.7,124.0
1028127600,24.8,32.1,120.0
1030806000,20.4,26.2,207.0
1033398000,15.5,22.6,194.0
1036076400,8.2,15.2,27.5
1038668400,4.1,10.4,94.5
1041346800,2.0,9.3,101.0
1044025200,3.2,9.9,53.5
1046444400,5.1,12.7,159.5
1049122800,11.5,19.2,121.0
1051714800,15.5,22.4,172.5
1054393200,20.2,26.6,85.0
1056985200,20.1,26.0,187.5
1059663600,23.1,29.5,370.0
1062342000,21.0,28.1,150.0
1064934000,14.6,21.4,171.5
1067612400,11.5,17.4,229.5
1070204400,5.7,13.2,53.0
1072882800,3.1,10.1,3.5
1075561200,4.3,12.9,20.0
1078066800,5.7,14.0,129.5
1080745200,11.7,21.3,69.5
1083337200,16.1,23.7,149.0
1086015600,20.3,27.5,112.5
1088607600,25.0,33.1,23.5
1091286000,24.1,31.0,79.5
1093964400,22.2,28.7,195.0
1096556400,14.8,20.7,780.0
1099234800,12.7,19.0,108.5
1101826800,6.6,13.4,79.5
1104505200,2.6,10.0,77.0
1107183600,2.5,9.9,48.0
1109602800,5.0,13.1,71.0
1112281200,10.7,19.6,81.0
1114873200,14.1,21.9,180.5
1117551600,20.2,26.7,170.5
1120143600,22.6,29.1,247.5
1122822000,25.1,31.8,189.5
1125500400,21.8,28.2,177.5
1128092400,16.6,22.3,201.5
1130770800,9.6,17.0,34.5
1133362800,2.9,10.2,3.5
1136041200,2.0,8.5,67.0
1138719600,3.3,10.5,113.0
1141138800,5.9,14.0,79.5
1143817200,10.1,17.5,123.0
1146409200,15.7,22.7,99.0
1149087600,20.1,25.4,138.5
1151679600,23.3,28.6,165.0
1154358000,24.8,31.1,126.0
1157036400,20.7,27.1,175.5
1159628400,16.7,22.9,318.0
1162306800,11.0,17.9,135.0
1164898800,6.7,12.5,200.5
1167577200,4.6,10.9,42.0
1170255600,5.0,12.8,57.0
1172674800,6.8,15.0,77.0
1175353200,9.9,17.9,134.0
1177945200,16.0,24.0,115.5
1180623600,20.0,27.1,80.0
1183215600,21.8,27.4,253.0
1185894000,25.9,33.0,9.5
1188572400,22.4,28.5,319.5
1191164400,16.1,22.2,135.5
1193842800,10.2,16.6,37.0
1196434800,5.6,12.6,72.0
1199113200,2.7,9.4,17.5
1201791600,1.9,9.6,57.0
1204297200,7.2,14.9,119.5
1206975600,11.4,18.4,240.0
1209567600,15.4,22.0,255.0
1212246000,18.4,24.6,225.5
1214838000,24.2,30.9,48.0
1217516400,24.1,30.7,387.5
1220194800,21.7,27.7,158.5
1222786800,16.4,22.6,204.5
1225465200,10.0,16.4,74.0
1228057200,6.0,13.7,70.5
1230735600,3.5,10.2,142.0
1233414000,4.4,11.5,46.5
1235833200,6.3,13.7,98.5
1238511600,11.9,20.2,162.5
1241103600,16.9,23.6,242.0
1243782000,19.8,25.8,226.0
1246374000,23.5,29.3,78.5
1249052400,23.8,30.1,242.0
1251730800,20.2,26.5,53.0
1254322800,16.0,22.3,276.5
1257001200,10.1,17.0,151.5
1259593200,6.2,12.4,82.5
1262271600,3.0,11.0,9.0
1264950000,3.0,9.9,115.0
1267369200,5.1,13.2,143.5
1270047600,8.6,16.6,214.0
1272639600,15.4,23.0,114.0
1275318000,20.5,27.5,108.0
1277910000,25.0,31.6,70.0
1280588400,27.0,33.5,27.0
1283266800,22.3,29.0,428.0
1285858800,16.5,21.8,211.0
1288537200,10.0,17.2,94.5
1291129200,6.2,13.7,145.5
1293807600,1.5,9.1,3.5
1296486000,3.2,11.2,151.0
1298905200,4.0,12.3,74.0
1301583600,10.3,18.9,96.0
1304175600,15.0,22.2,213.5
1306854000,19.9,26.0,116.5
1309446000,24.5,30.9,54.5
1312124400,24.6,31.2,244.0
1314802800,22.0,28.8,235.0
1317394800,16.5,23.0,119.5
1320073200,11.7,18.3,112.5
1322665200,4.2,11.1,59.5
1325343600,1.8,8.3,50.0
1328022000,2.2,9.1,94.0
1330527600,5.3,12.5,144.5
1333206000,11.0,18.5,118.5
1335798000,16.1,23.6,231.0
1338476400,18.6,24.8,185.0
1341068400,23.5,30.1,130.0
1343746800,26.3,33.1,25.0
1346425200,23.3,29.8,214.5
1349017200,16.2,23.0,154.5
1351695600,9.6,16.3,154.0
1354287600,3.8,11.2,69.0
1356966000,1.8,9.6,70.0
1359644400,2.7,10.3,30.0
1362063600,7.9,16.4,44.5
1364742000,10.8,19.2,283.0
1367334000,16.0,24.1,56.0
1370012400,20.0,26.5,159.0
1372604400,24.2,31.4,115.5
1375282800,26.0,33.2,99.0
1377961200,21.8,28.8,231.5
1380553200,17.0,23.0,440.0
1383231600,9.8,17.4,26.0
1385823600,4.9,12.1,59.5
